E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
1.8489	439	gamma	eBrem	0.067948
1.8489	439	gamma	eBrem	-1e+06
	0.27103	439	-1	EventGenerator/eBrem/eBrem/
8.4546	440	e-	EventGenerator	0.067477
	0.45337	440	-1	EventGenerator/
0.67536	442	gamma	eBrem	0.066177
0.59582	445	gamma	eBrem	0.065975
3.822	447	e-	EventGenerator	0.068186
4.535	447	gamma	eBrem	0.065216
	0.64174	447	-1	EventGenerator/eBrem/
0.17256	448	gamma	eBrem	0.066276
0.66542	450	gamma	eBrem	0.066352
2.3637	450	gamma	eBrem	0.067196
8.7544	451	e-	EventGenerator	0.067935
	0.48832	451	-1	EventGenerator/
8.8371	455	e-	EventGenerator	0.065534
	0.3119	455	-1	EventGenerator/
3.0264	456	gamma	eBrem	0.065112
1.4347	457	gamma	eBrem	0.06612
0.28201	457	gamma	eBrem	0.065229
1.9842	460	gamma	eBrem	0.065852
0.4489	460	gamma	eBrem	0.071763
0.90092	469	gamma	eBrem	0.067064
4.954	472	gamma	eBrem	0.06718
8.4509	474	e-	EventGenerator	0.06615
	0.28948	474	-1	EventGenerator/
4.8554	475	e-	EventGenerator	0.066668
0.30808	475	gamma	eBrem	0.065156
	0.47728	475	-1	EventGenerator/eBrem/
0.16473	476	gamma	eBrem	0.0667
3.2644	476	gamma	eBrem	0.065757
8.1828	478	e-	EventGenerator	0.068504
	0.18991	478	-1	EventGenerator/
7.4425	479	e-	EventGenerator	0.06799
0.56719	479	gamma	eBrem	0.065112
	0.32393	479	-1	EventGenerator/eBrem/
5.6851	483	gamma	eBrem	0.06735
7.3547	484	e-	EventGenerator	0.068484
0.84057	484	gamma	eBrem	0.067238
0.84057	484	gamma	eBrem	-1e+06
	0.36974	484	-1	EventGenerator/eBrem/eBrem/
2.85	487	gamma	eBrem	0.065142
9.2361	488	gamma	eBrem	0.065643
0.8567	490	gamma	eBrem	0.065111
5.9316	490	gamma	eBrem	0.065243
8.2594	491	e-	EventGenerator	0.065551
	0.32661	491	-1	EventGenerator/
0.58504	492	gamma	eBrem	0.065147
0.39309	497	gamma	eBrem	0.065798
5.5096	500	e-	EventGenerator	0.067421
	0.37786	500	-1	EventGenerator/
3.6611	502	gamma	eBrem	0.065721
8.3385	503	e-	EventGenerator	0.066287
	0.26808	503	-1	EventGenerator/
3.2742	505	gamma	eBrem	0.069577
1.4662	506	gamma	eBrem	0.070042
0.50375	507	gamma	eBrem	0.068492
3.2905	508	gamma	eBrem	0.065473
0.2467	509	gamma	eBrem	0.065087
1.0102	510	gamma	eBrem	0.06687
0.25832	511	gamma	eBrem	0.066342
6.8929	513	e-	EventGenerator	0.065827
1.6873	513	gamma	eBrem	0.067738
0.10785	513	gamma	eBrem	0.06583
	0.42416	513	-1	EventGenerator/eBrem/eBrem/
1.4437	514	gamma	eBrem	0.065305
0.31428	514	gamma	eBrem	0.067325
2.3046	516	gamma	eBrem	0.06785
0.27918	521	gamma	eBrem	0.06876
8.0957	523	e-	EventGenerator	0.069194
	0.066203	523	-1	EventGenerator/
0.57895	525	gamma	eBrem	0.067828
8.3387	526	e-	EventGenerator	0.06788
	0.27632	526	-1	EventGenerator/
7.4998	528	gamma	eBrem	0.066562
