E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
9.9964	45	proton	EventGenerator	0.44912
	9.9964	45	-1	EventGenerator/
9.996	46	proton	EventGenerator	0.44912
	9.996	46	-1	EventGenerator/
9.9975	47	proton	EventGenerator	0.4491
	9.9975	47	-1	EventGenerator/
9.9956	48	proton	EventGenerator	0.44912
	9.9956	48	-1	EventGenerator/
9.9954	49	proton	EventGenerator	0.44913
	9.9954	49	-1	EventGenerator/
9.9976	50	proton	EventGenerator	0.4491
	9.9976	50	-1	EventGenerator/
9.9971	51	proton	EventGenerator	0.44911
	9.9971	51	-1	EventGenerator/
9.9955	52	proton	EventGenerator	0.44912
	9.9955	52	-1	EventGenerator/
9.9928	53	proton	EventGenerator	0.44916
	9.9928	53	-1	EventGenerator/
9.9966	54	proton	EventGenerator	0.44911
	9.9966	54	-1	EventGenerator/
9.9934	55	proton	EventGenerator	0.44915
	9.9934	55	-1	EventGenerator/
9.9969	56	proton	EventGenerator	0.44911
	9.9969	56	-1	EventGenerator/
9.9934	57	proton	EventGenerator	0.44915
	9.9934	57	-1	EventGenerator/
9.9921	58	proton	EventGenerator	0.44916
	9.9921	58	-1	EventGenerator/
9.9972	59	proton	EventGenerator	0.44911
	9.9972	59	-1	EventGenerator/
9.9973	60	proton	EventGenerator	0.44911
	9.9973	60	-1	EventGenerator/
9.9911	61	proton	EventGenerator	0.44917
0.0060274	61	e-	hIoni	0.4566
	9.9951	61	-1	EventGenerator/hIoni/
9.9963	62	proton	EventGenerator	0.44912
	9.9963	62	-1	EventGenerator/
9.995	63	proton	EventGenerator	0.44913
	9.995	63	-1	EventGenerator/
9.9946	64	proton	EventGenerator	0.44913
	9.9946	64	-1	EventGenerator/
9.9926	65	proton	EventGenerator	0.44915
	9.9926	65	-1	EventGenerator/
9.9976	66	proton	EventGenerator	0.4491
	9.9976	66	-1	EventGenerator/
9.9967	67	proton	EventGenerator	0.44911
	9.9967	67	-1	EventGenerator/
9.9977	68	proton	EventGenerator	0.4491
	9.9976	68	-1	EventGenerator/
9.9965	69	proton	EventGenerator	0.44911
	9.9965	69	-1	EventGenerator/
9.9956	70	proton	EventGenerator	0.44912
	9.9956	70	-1	EventGenerator/
9.9962	71	proton	EventGenerator	0.44912
	9.9962	71	-1	EventGenerator/
9.9951	72	proton	EventGenerator	0.44913
	9.9951	72	-1	EventGenerator/
9.9936	73	proton	EventGenerator	0.44915
	9.9936	73	-1	EventGenerator/
9.9958	74	proton	EventGenerator	0.44912
	9.9958	74	-1	EventGenerator/
9.9972	75	proton	EventGenerator	0.44911
	9.9972	75	-1	EventGenerator/
9.9967	76	proton	EventGenerator	0.44911
	9.9967	76	-1	EventGenerator/
9.9977	77	proton	EventGenerator	0.4491
	9.9977	77	-1	EventGenerator/
9.9975	78	proton	EventGenerator	0.4491
	9.9975	78	-1	EventGenerator/
9.994	79	proton	EventGenerator	0.44914
	9.994	79	-1	EventGenerator/
9.9977	80	proton	EventGenerator	0.4491
	9.9977	80	-1	EventGenerator/
9.997	81	proton	EventGenerator	0.44911
	9.997	81	-1	EventGenerator/
9.989	82	proton	EventGenerator	0.4492
	9.989	82	-1	EventGenerator/
9.996	83	proton	EventGenerator	0.44912
	9.996	83	-1	EventGenerator/
9.9969	84	proton	EventGenerator	0.44911
	9.9969	84	-1	EventGenerator/
9.9966	85	proton	EventGenerator	0.44911
	9.9966	85	-1	EventGenerator/
9.9945	86	proton	EventGenerator	0.44913
	9.9945	86	-1	EventGenerator/
9.9922	87	proton	EventGenerator	0.44916
	9.9922	87	-1	EventGenerator/
9.9964	88	proton	EventGenerator	0.44911
	9.9964	88	-1	EventGenerator/
9.9973	89	proton	EventGenerator	0.4491
	9.9973	89	-1	EventGenerator/
9.9954	90	proton	EventGenerator	0.44912
	9.9954	90	-1	EventGenerator/
9.9978	91	proton	EventGenerator	0.4491
	9.9978	91	-1	EventGenerator/
9.9934	92	proton	EventGenerator	0.44915
	9.9934	92	-1	EventGenerator/
9.9946	93	proton	EventGenerator	0.44914
	9.9946	93	-1	EventGenerator/
9.9952	94	proton	EventGenerator	0.44913
	9.9952	94	-1	EventGenerator/
9.9958	95	proton	EventGenerator	0.44912
	9.9958	95	-1	EventGenerator/
9.996	96	proton	EventGenerator	0.44912
	9.996	96	-1	EventGenerator/
9.9959	97	proton	EventGenerator	0.44912
	9.9959	97	-1	EventGenerator/
9.997	98	proton	EventGenerator	0.44911
	9.997	98	-1	EventGenerator/
9.9933	99	proton	EventGenerator	0.44915
	9.9933	99	-1	EventGenerator/
9.9947	100	proton	EventGenerator	0.44913
	9.9947	100	-1	EventGenerator/
9.9968	101	proton	EventGenerator	0.44911
	9.9968	101	-1	EventGenerator/
9.9962	102	proton	EventGenerator	0.44912
	9.9962	102	-1	EventGenerator/
9.9967	103	proton	EventGenerator	0.44911
	9.9967	103	-1	EventGenerator/
9.996	104	proton	EventGenerator	0.44912
	9.996	104	-1	EventGenerator/
9.9965	105	proton	EventGenerator	0.44911
	9.9965	105	-1	EventGenerator/
9.9954	106	proton	EventGenerator	0.44913
	9.9954	106	-1	EventGenerator/
9.9926	107	proton	EventGenerator	0.44916
	9.9926	107	-1	EventGenerator/
9.9939	108	proton	EventGenerator	0.44914
	9.9938	108	-1	EventGenerator/
9.994	109	proton	EventGenerator	0.44914
	9.994	109	-1	EventGenerator/
9.9964	110	proton	EventGenerator	0.44911
	9.9964	110	-1	EventGenerator/
9.9967	111	proton	EventGenerator	0.44911
	9.9967	111	-1	EventGenerator/
9.9955	112	proton	EventGenerator	0.44912
	9.9955	112	-1	EventGenerator/
9.993	113	proton	EventGenerator	0.44915
	9.993	113	-1	EventGenerator/
9.998	114	proton	EventGenerator	0.4491
	9.998	114	-1	EventGenerator/
9.9936	115	proton	EventGenerator	0.44914
	9.9935	115	-1	EventGenerator/
9.9951	116	proton	EventGenerator	0.44913
	9.9951	116	-1	EventGenerator/
9.9973	117	proton	EventGenerator	0.44911
	9.9973	117	-1	EventGenerator/
9.9969	118	proton	EventGenerator	0.44911
	9.9969	118	-1	EventGenerator/
9.9964	119	proton	EventGenerator	0.44911
	9.9964	119	-1	EventGenerator/
9.9949	120	proton	EventGenerator	0.44913
	9.9949	120	-1	EventGenerator/
9.9946	121	proton	EventGenerator	0.44914
	9.9946	121	-1	EventGenerator/
9.9955	122	proton	EventGenerator	0.44913
9.9955	122	proton	protonInelastic	-1e+06
9.9955	122	gamma	protonInelastic	-1e+06
9.9955	122	gamma	protonInelastic	-1e+06
9.9955	122	Si28	protonInelastic	-1e+06
	3.3568	122	-1	EventGenerator/protonInelastic/protonInelastic/protonInelastic/protonInelastic/
9.9943	123	proton	EventGenerator	0.44914
	9.9943	123	-1	EventGenerator/
9.9953	124	proton	EventGenerator	0.44913
	9.9953	124	-1	EventGenerator/
9.9955	125	proton	EventGenerator	0.44912
	9.9955	125	-1	EventGenerator/
9.9957	126	proton	EventGenerator	0.44912
	9.9957	126	-1	EventGenerator/
9.9961	127	proton	EventGenerator	0.44912
	9.9961	127	-1	EventGenerator/
9.9967	128	proton	EventGenerator	0.44911
	9.9967	128	-1	EventGenerator/
9.9976	129	proton	EventGenerator	0.4491
	9.9976	129	-1	EventGenerator/
9.9874	130	proton	EventGenerator	0.44922
	9.9874	130	-1	EventGenerator/
9.9878	131	proton	EventGenerator	0.44921
	9.9878	131	-1	EventGenerator/
9.9943	132	proton	EventGenerator	0.44914
	9.9943	132	-1	EventGenerator/
9.9934	133	proton	EventGenerator	0.44915
	9.9934	133	-1	EventGenerator/
9.9971	134	proton	EventGenerator	0.44911
	9.9971	134	-1	EventGenerator/
9.9976	135	proton	EventGenerator	0.4491
	9.9976	135	-1	EventGenerator/
9.9968	136	proton	EventGenerator	0.44911
	9.9968	136	-1	EventGenerator/
9.9958	137	proton	EventGenerator	0.44912
	9.9958	137	-1	EventGenerator/
