E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
7.3541	1	proton	EventGenerator	12.312
7.2132	4	proton	EventGenerator	12.376
7.382	6	proton	EventGenerator	12.328
7.4183	23	proton	EventGenerator	12.313
7.0995	42	proton	EventGenerator	12.438
7.323	52	proton	EventGenerator	12.363
7.3513	56	proton	EventGenerator	12.339
7.3621	57	proton	EventGenerator	12.331
7.3264	58	proton	EventGenerator	12.369
7.218	59	proton	EventGenerator	12.413
7.2206	61	proton	EventGenerator	12.392
7.3623	66	proton	EventGenerator	12.354
7.2364	68	proton	EventGenerator	12.374
7.3421	69	proton	EventGenerator	12.335
7.2517	71	proton	EventGenerator	12.383
7.2123	81	proton	EventGenerator	12.402
7.2337	92	proton	EventGenerator	12.391
7.2927	93	proton	EventGenerator	12.354
7.3236	94	proton	EventGenerator	12.355
7.1819	97	proton	EventGenerator	12.402
7.2589	1	proton	EventGenerator	12.367
7.3263	9	proton	EventGenerator	12.369
7.3353	10	proton	EventGenerator	12.339
7.3795	11	proton	EventGenerator	12.338
7.3511	12	proton	EventGenerator	12.318
7.3708	13	proton	EventGenerator	12.33
7.169	14	proton	EventGenerator	12.415
7.3092	20	proton	EventGenerator	12.354
7.3011	27	proton	EventGenerator	12.345
7.2719	29	proton	EventGenerator	12.366
7.4424	30	proton	EventGenerator	12.306
7.1588	34	proton	EventGenerator	12.392
7.1757	43	proton	EventGenerator	12.386
7.1539	45	proton	EventGenerator	12.421
7.3422	49	proton	EventGenerator	12.33
7.3513	53	proton	EventGenerator	12.338
7.2219	58	proton	EventGenerator	12.394
7.2421	61	proton	EventGenerator	12.368
7.2568	63	proton	EventGenerator	12.399
7.2412	69	proton	EventGenerator	12.36
7.3479	75	proton	EventGenerator	12.348
7.2012	88	proton	EventGenerator	12.404
7.3599	89	proton	EventGenerator	12.339
7.254	102	proton	EventGenerator	12.403
7.4684	103	proton	EventGenerator	12.303
7.194	117	proton	EventGenerator	12.409
7.3515	119	proton	EventGenerator	12.359
7.3179	128	proton	EventGenerator	12.357
7.2745	132	proton	EventGenerator	12.345
7.3208	135	proton	EventGenerator	12.351
7.325	140	proton	EventGenerator	12.329
7.4977	144	proton	EventGenerator	12.285
7.4939	145	proton	EventGenerator	12.278
7.2787	147	proton	EventGenerator	12.354
7.2756	149	proton	EventGenerator	12.359
7.3165	150	proton	EventGenerator	12.339
7.2789	152	proton	EventGenerator	12.385
7.3369	153	proton	EventGenerator	12.355
7.2831	157	proton	EventGenerator	12.358
7.2433	161	proton	EventGenerator	12.373
7.353	163	proton	EventGenerator	12.343
7.2835	166	proton	EventGenerator	12.377
7.3718	168	proton	EventGenerator	12.329
7.2911	171	proton	EventGenerator	12.363
7.2565	172	proton	EventGenerator	12.366
7.3179	175	proton	EventGenerator	12.361
7.2535	179	proton	EventGenerator	12.355
7.3204	187	proton	EventGenerator	12.375
7.273	190	proton	EventGenerator	12.359
7.0601	191	proton	EventGenerator	12.467
7.326	195	proton	EventGenerator	12.33
7.0829	196	proton	EventGenerator	12.449
7.3229	201	proton	EventGenerator	12.345
7.2332	203	proton	EventGenerator	12.407
7.2526	209	proton	EventGenerator	12.377
7.2297	224	proton	EventGenerator	12.387
7.4139	232	proton	EventGenerator	12.334
7.1992	233	proton	EventGenerator	12.384
7.424	237	proton	EventGenerator	12.304
7.3146	238	proton	EventGenerator	12.341
7.1993	246	proton	EventGenerator	12.378
7.1441	249	proton	EventGenerator	12.43
7.3429	253	proton	EventGenerator	12.341
7.2214	257	proton	EventGenerator	12.373
7.2709	259	proton	EventGenerator	12.355
7.347	275	proton	EventGenerator	12.327
7.2628	281	proton	EventGenerator	12.359
7.4016	284	proton	EventGenerator	12.335
7.2616	291	proton	EventGenerator	12.32
7.3495	298	proton	EventGenerator	12.35
7.2907	304	proton	EventGenerator	12.348
7.2437	313	proton	EventGenerator	12.366
7.2463	325	proton	EventGenerator	12.402
7.3561	327	proton	EventGenerator	12.324
7.2404	329	proton	EventGenerator	12.379
7.296	330	proton	EventGenerator	12.37
7.3297	335	proton	EventGenerator	12.343
7.3324	341	proton	EventGenerator	12.347
7.2558	342	proton	EventGenerator	12.378
7.1793	353	proton	EventGenerator	12.449
7.3539	354	proton	EventGenerator	12.345
7.3218	359	proton	EventGenerator	12.329
7.165	360	proton	EventGenerator	12.394
7.3264	372	proton	EventGenerator	12.375
7.3404	374	proton	EventGenerator	12.351
7.2625	376	proton	EventGenerator	12.339
7.2173	383	proton	EventGenerator	12.378
7.2748	384	proton	EventGenerator	12.382
7.2105	385	proton	EventGenerator	12.412
7.2468	388	proton	EventGenerator	12.41
7.2257	392	proton	EventGenerator	12.374
7.5221	394	proton	EventGenerator	12.289
7.2617	396	proton	EventGenerator	12.358
7.2373	398	proton	EventGenerator	12.381
7.394	401	proton	EventGenerator	12.315
7.1941	409	proton	EventGenerator	12.384
7.4357	412	proton	EventGenerator	12.316
7.1372	422	proton	EventGenerator	12.425
7.1348	427	proton	EventGenerator	12.426
7.3366	432	proton	EventGenerator	12.354
7.2346	436	proton	EventGenerator	12.359
7.2325	437	proton	EventGenerator	12.4
7.2037	438	proton	EventGenerator	12.402
7.336	447	proton	EventGenerator	12.35
7.2132	454	proton	EventGenerator	12.384
7.3849	474	proton	EventGenerator	12.33
7.2862	475	proton	EventGenerator	12.375
7.2952	478	proton	EventGenerator	12.372
7.0883	481	proton	EventGenerator	12.428
7.4975	482	proton	EventGenerator	12.262
7.3764	487	proton	EventGenerator	12.322
7.2771	490	proton	EventGenerator	12.351
7.2783	497	proton	EventGenerator	12.353
7.3377	502	proton	EventGenerator	12.33
7.2509	508	proton	EventGenerator	12.368
7.2061	510	proton	EventGenerator	12.387
7.3551	514	proton	EventGenerator	12.355
7.4067	518	proton	EventGenerator	12.332
7.3489	522	proton	EventGenerator	12.361
7.2352	527	proton	EventGenerator	12.377
7.2729	528	proton	EventGenerator	12.387
7.1532	536	proton	EventGenerator	12.414
7.2514	538	proton	EventGenerator	12.39
7.1681	541	proton	EventGenerator	12.421
7.3238	542	proton	EventGenerator	12.364
7.4593	546	proton	EventGenerator	12.277
7.3681	551	proton	EventGenerator	12.349
7.2706	555	proton	EventGenerator	12.348
