E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
9.4967	0	proton	EventGenerator	2.3252
9.515	1	proton	EventGenerator	2.3253
9.5432	2	proton	EventGenerator	2.3226
9.4904	3	proton	EventGenerator	2.3233
9.5198	4	proton	EventGenerator	2.3242
9.4688	5	proton	EventGenerator	2.3276
9.5488	6	proton	EventGenerator	2.323
9.5082	7	proton	EventGenerator	2.3243
9.4657	8	proton	EventGenerator	2.3283
9.5487	9	proton	EventGenerator	2.3235
9.4991	10	proton	EventGenerator	2.3278
9.5178	11	proton	EventGenerator	2.3231
9.5104	12	proton	EventGenerator	2.3248
9.4929	13	proton	EventGenerator	2.3261
9.5301	14	proton	EventGenerator	2.3242
9.5197	15	proton	EventGenerator	2.3233
9.5393	16	proton	EventGenerator	2.3231
9.4746	17	proton	EventGenerator	2.3274
9.4785	18	proton	EventGenerator	2.3269
9.5256	19	proton	EventGenerator	2.3228
9.5011	20	proton	EventGenerator	2.3234
9.5354	21	proton	EventGenerator	2.325
9.4849	22	proton	EventGenerator	2.3269
9.5482	23	proton	EventGenerator	2.3247
9.4275	24	proton	EventGenerator	2.329
9.5347	25	proton	EventGenerator	2.3245
9.5247	26	proton	EventGenerator	2.3265
9.5862	27	proton	EventGenerator	2.3204
9.5695	28	proton	EventGenerator	2.3206
9.4977	29	proton	EventGenerator	2.3239
9.5247	30	proton	EventGenerator	2.3244
9.4829	31	proton	EventGenerator	2.3264
9.5291	32	proton	EventGenerator	2.325
9.4665	33	proton	EventGenerator	2.3267
9.5145	34	proton	EventGenerator	2.3249
9.4679	35	proton	EventGenerator	2.3266
9.522	36	proton	EventGenerator	2.3228
9.5074	37	proton	EventGenerator	2.3268
9.5247	38	proton	EventGenerator	2.3241
9.5054	39	proton	EventGenerator	2.3261
9.4736	40	proton	EventGenerator	2.327
9.5777	41	proton	EventGenerator	2.3217
9.5696	42	proton	EventGenerator	2.3199
9.4707	43	proton	EventGenerator	2.3273
9.5192	44	proton	EventGenerator	2.3244
9.5409	45	proton	EventGenerator	2.3262
9.5181	46	proton	EventGenerator	2.3237
9.5256	47	proton	EventGenerator	2.3251
9.4979	48	proton	EventGenerator	2.3262
9.512	49	proton	EventGenerator	2.3246
9.5222	50	proton	EventGenerator	2.3229
9.5606	51	proton	EventGenerator	2.3254
9.4778	52	proton	EventGenerator	2.3291
9.5005	53	proton	EventGenerator	2.3271
9.5336	54	proton	EventGenerator	2.3246
9.435	55	proton	EventGenerator	2.3289
9.4974	56	proton	EventGenerator	2.3244
9.4849	57	proton	EventGenerator	2.3282
9.516	58	proton	EventGenerator	2.324
9.5192	59	proton	EventGenerator	2.3228
9.5387	60	proton	EventGenerator	2.3233
9.4476	61	proton	EventGenerator	2.3269
9.5403	62	proton	EventGenerator	2.3244
9.4667	63	proton	EventGenerator	2.3293
9.5445	64	proton	EventGenerator	2.3238
9.4958	65	proton	EventGenerator	2.3256
9.5303	66	proton	EventGenerator	2.3227
9.5175	67	proton	EventGenerator	2.3271
9.5576	68	proton	EventGenerator	2.3228
9.6088	69	proton	EventGenerator	2.3236
9.5229	70	proton	EventGenerator	2.3238
9.5452	71	proton	EventGenerator	2.3233
9.5051	72	proton	EventGenerator	2.3251
9.4527	73	proton	EventGenerator	2.3294
9.5352	74	proton	EventGenerator	2.3224
9.5227	75	proton	EventGenerator	2.325
9.5356	76	proton	EventGenerator	2.3243
9.5547	77	proton	EventGenerator	2.3227
9.5276	78	proton	EventGenerator	2.3221
9.4826	79	proton	EventGenerator	2.3263
9.4812	80	proton	EventGenerator	2.3258
9.4993	81	proton	EventGenerator	2.3252
9.4836	82	proton	EventGenerator	2.3248
9.5236	83	proton	EventGenerator	2.3249
9.5226	84	proton	EventGenerator	2.3239
9.5274	85	proton	EventGenerator	2.3241
9.5331	86	proton	EventGenerator	2.3248
9.5279	87	proton	EventGenerator	2.3212
9.4512	88	proton	EventGenerator	2.3286
9.5141	89	proton	EventGenerator	2.3252
9.5926	90	proton	EventGenerator	2.321
9.4794	91	proton	EventGenerator	2.3303
9.6015	92	proton	EventGenerator	2.3192
9.5276	93	proton	EventGenerator	2.325
9.5452	94	proton	EventGenerator	2.3222
9.4926	95	proton	EventGenerator	2.3258
9.5245	96	proton	EventGenerator	2.3239
9.5142	97	proton	EventGenerator	2.325
9.524	98	proton	EventGenerator	2.3234
9.4579	99	proton	EventGenerator	2.3296
