E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
8.9706	0	proton	EventGenerator	4.7206
9.0079	1	proton	EventGenerator	4.7197
9.0302	2	proton	EventGenerator	4.7189
9.0721	3	proton	EventGenerator	4.7054
9.0166	4	proton	EventGenerator	4.7155
9.0147	5	proton	EventGenerator	4.713
8.9618	6	proton	EventGenerator	4.7267
9.0625	7	proton	EventGenerator	4.715
9.0588	8	proton	EventGenerator	4.7112
8.9997	9	proton	EventGenerator	4.7222
8.9857	10	proton	EventGenerator	4.7154
9.076	12	proton	EventGenerator	4.7065
8.9948	13	proton	EventGenerator	4.7185
8.9543	14	proton	EventGenerator	4.7276
8.9948	15	proton	EventGenerator	4.7214
9.0691	16	proton	EventGenerator	4.7077
9.0131	17	proton	EventGenerator	4.7136
9.0144	18	proton	EventGenerator	4.7162
8.9548	19	proton	EventGenerator	4.7224
8.965	20	proton	EventGenerator	4.7124
9.0079	21	proton	EventGenerator	4.7151
8.9616	22	proton	EventGenerator	4.729
8.9838	23	proton	EventGenerator	4.7191
8.9939	24	proton	EventGenerator	4.7201
9.0022	25	proton	EventGenerator	4.7145
9.0807	26	proton	EventGenerator	4.7101
8.9919	27	proton	EventGenerator	4.7234
8.8949	28	proton	EventGenerator	4.7324
9.0513	29	proton	EventGenerator	4.7185
9.0228	30	proton	EventGenerator	4.7124
8.9462	31	proton	EventGenerator	4.7246
9.0656	32	proton	EventGenerator	4.7088
8.9717	33	proton	EventGenerator	4.7228
8.9593	34	proton	EventGenerator	4.7251
9.098	35	proton	EventGenerator	4.7044
8.9164	36	proton	EventGenerator	4.7294
9.0176	37	proton	EventGenerator	4.7165
8.9536	38	proton	EventGenerator	4.7273
8.9684	39	proton	EventGenerator	4.7225
8.9874	40	proton	EventGenerator	4.7189
8.9717	41	proton	EventGenerator	4.7102
9.0841	42	proton	EventGenerator	4.7069
9.0629	43	proton	EventGenerator	4.7135
9.0181	44	proton	EventGenerator	4.7167
9.0394	45	proton	EventGenerator	4.708
9.0324	46	proton	EventGenerator	4.7117
9.0339	47	proton	EventGenerator	4.7092
9.0314	48	proton	EventGenerator	4.7177
9.0355	49	proton	EventGenerator	4.7115
8.9818	50	proton	EventGenerator	4.7157
8.9631	51	proton	EventGenerator	4.7219
8.9389	52	proton	EventGenerator	4.7213
9.0161	53	proton	EventGenerator	4.714
9.091	54	proton	EventGenerator	4.7163
8.988	55	proton	EventGenerator	4.7164
8.9422	56	proton	EventGenerator	4.7205
9.0205	57	proton	EventGenerator	4.7118
9.032	58	proton	EventGenerator	4.7112
9.064	60	proton	EventGenerator	4.7084
8.9564	61	proton	EventGenerator	4.7226
8.9091	64	proton	EventGenerator	4.724
8.9827	65	proton	EventGenerator	4.716
8.8774	66	proton	EventGenerator	4.7314
8.9669	67	proton	EventGenerator	4.7261
8.944	68	proton	EventGenerator	4.7237
8.9599	69	proton	EventGenerator	4.7276
9.0159	70	proton	EventGenerator	4.7154
8.9394	71	proton	EventGenerator	4.7253
9.0508	73	proton	EventGenerator	4.7133
8.9358	74	proton	EventGenerator	4.7279
9.0455	75	proton	EventGenerator	4.7109
9.0314	76	proton	EventGenerator	4.7096
8.9706	77	proton	EventGenerator	4.7249
8.9904	78	proton	EventGenerator	4.7152
9.0721	79	proton	EventGenerator	4.7146
8.9817	80	proton	EventGenerator	4.7205
8.9753	81	proton	EventGenerator	4.7137
8.9966	82	proton	EventGenerator	4.7144
9.064	83	proton	EventGenerator	4.7113
9.0147	84	proton	EventGenerator	4.7126
9.0323	85	proton	EventGenerator	4.7101
9.0371	86	proton	EventGenerator	4.7136
8.9669	87	proton	EventGenerator	4.7222
9.0515	88	proton	EventGenerator	4.7093
9.1003	89	proton	EventGenerator	4.7102
9.0007	91	proton	EventGenerator	4.7208
8.9354	92	proton	EventGenerator	4.7265
8.993	93	proton	EventGenerator	4.7224
8.8972	94	proton	EventGenerator	4.733
8.9661	96	proton	EventGenerator	4.7203
9.0355	97	proton	EventGenerator	4.7182
8.9997	98	proton	EventGenerator	4.7209
8.9347	99	proton	EventGenerator	4.7253
8.9004	0	proton	EventGenerator	4.7259
9.0124	1	proton	EventGenerator	4.7188
8.9652	2	proton	EventGenerator	4.7254
9.0853	3	proton	EventGenerator	4.7099
9.0526	4	proton	EventGenerator	4.7033
9.0344	5	proton	EventGenerator	4.7132
8.9925	6	proton	EventGenerator	4.7202
8.9691	7	proton	EventGenerator	4.7141
9.0273	8	proton	EventGenerator	4.7123
8.951	9	proton	EventGenerator	4.7207
8.9683	10	proton	EventGenerator	4.7172
8.9953	11	proton	EventGenerator	4.7214
9.0076	12	proton	EventGenerator	4.7119
8.9532	13	proton	EventGenerator	4.7233
9.0311	14	proton	EventGenerator	4.7124
9.0772	15	proton	EventGenerator	4.708
9.009	16	proton	EventGenerator	4.7177
9.0057	17	proton	EventGenerator	4.7136
9.0173	19	proton	EventGenerator	4.7187
9.0034	20	proton	EventGenerator	4.7176
9.0569	21	proton	EventGenerator	4.717
9.0368	22	proton	EventGenerator	4.7156
9.0057	23	proton	EventGenerator	4.717
8.9622	24	proton	EventGenerator	4.7245
9.0427	25	proton	EventGenerator	4.716
9.009	27	proton	EventGenerator	4.7214
8.9813	28	proton	EventGenerator	4.7218
8.9658	29	proton	EventGenerator	4.7246
9.0624	30	proton	EventGenerator	4.707
9.0368	31	proton	EventGenerator	4.7125
9.0702	32	proton	EventGenerator	4.7143
9.051	33	proton	EventGenerator	4.7097
9.0256	34	proton	EventGenerator	4.7125
8.9492	35	proton	EventGenerator	4.7286
9.0072	36	proton	EventGenerator	4.7167
8.9862	37	proton	EventGenerator	4.7184
9.0721	38	proton	EventGenerator	4.7066
9.0143	39	proton	EventGenerator	4.7116
8.9331	40	proton	EventGenerator	4.7235
9.0727	41	proton	EventGenerator	4.7089
9.0281	42	proton	EventGenerator	4.7127
8.9347	43	proton	EventGenerator	4.7278
8.9746	44	proton	EventGenerator	4.727
9.0058	45	proton	EventGenerator	4.7169
8.9824	46	proton	EventGenerator	4.7259
8.9014	47	proton	EventGenerator	4.7275
8.9881	48	proton	EventGenerator	4.7122
9.0042	49	proton	EventGenerator	4.716
9.0314	50	proton	EventGenerator	4.721
9.0653	51	proton	EventGenerator	4.7109
9.0307	52	proton	EventGenerator	4.7125
9.047	53	proton	EventGenerator	4.7151
9.06	55	proton	EventGenerator	4.7113
9.0963	56	proton	EventGenerator	4.7084
9.0704	57	proton	EventGenerator	4.7147
8.9917	58	proton	EventGenerator	4.7204
9.0657	59	proton	EventGenerator	4.7089
8.9789	61	proton	EventGenerator	4.717
9.0745	62	proton	EventGenerator	4.709
9.0002	63	proton	EventGenerator	4.7178
9.0266	64	proton	EventGenerator	4.7188
