E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
4.4142	12	proton	EventGenerator	24.251
4.4998	68	proton	EventGenerator	24.299
4.1782	96	proton	EventGenerator	24.555
4.5014	32	proton	EventGenerator	24.18
4.0075	37	proton	EventGenerator	24.651
4.4636	116	proton	EventGenerator	24.291
4.2737	121	proton	EventGenerator	24.522
4.2705	169	proton	EventGenerator	24.5
4.4429	193	proton	EventGenerator	24.289
4.4122	202	proton	EventGenerator	24.341
4.2868	217	proton	EventGenerator	24.388
4.0989	257	proton	EventGenerator	24.541
4.1023	268	proton	EventGenerator	24.657
4.0388	294	proton	EventGenerator	24.705
4.4327	312	proton	EventGenerator	24.271
4.4291	321	proton	EventGenerator	24.265
4.2755	330	proton	EventGenerator	24.411
4.1491	373	proton	EventGenerator	24.556
4.1425	382	proton	EventGenerator	24.607
4.3202	386	proton	EventGenerator	24.399
4.5603	494	proton	EventGenerator	24.215
4.5454	529	proton	EventGenerator	24.222
4.5758	552	proton	EventGenerator	24.142
4.0705	589	proton	EventGenerator	24.691
4.4169	599	proton	EventGenerator	24.298
4.3644	630	proton	EventGenerator	24.37
4.3945	655	proton	EventGenerator	24.35
4.349	673	proton	EventGenerator	24.396
4.563	704	proton	EventGenerator	24.174
4.001	777	proton	EventGenerator	24.766
4.3243	825	proton	EventGenerator	24.466
4.2574	830	proton	EventGenerator	24.537
4.0514	835	proton	EventGenerator	24.69
4.2236	888	proton	EventGenerator	24.476
4.4792	965	proton	EventGenerator	24.232
4.1405	976	proton	EventGenerator	24.529
4.3922	1030	proton	EventGenerator	24.447
4.4836	1071	proton	EventGenerator	24.246
4.3663	1089	proton	EventGenerator	24.424
4.2305	1112	proton	EventGenerator	24.564
4.5133	1124	proton	EventGenerator	24.313
4.2526	1125	proton	EventGenerator	24.531
4.395	1248	proton	EventGenerator	24.326
4.4758	1307	proton	EventGenerator	24.23
4.5724	1308	proton	EventGenerator	24.146
4.0577	1322	proton	EventGenerator	24.606
4.4137	1324	proton	EventGenerator	24.285
4.4428	1335	proton	EventGenerator	24.365
4.1191	1338	proton	EventGenerator	24.578
4.2935	1347	proton	EventGenerator	24.397
4.0213	1348	proton	EventGenerator	24.66
4.177	1380	proton	EventGenerator	24.516
4.2792	1428	proton	EventGenerator	24.437
4.5095	1443	proton	EventGenerator	24.21
