E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
0.67287	7076	gamma	protonInelastic	0.25626
0.387	7076	gamma	protonInelastic	20.727
0.387	7076	e-	compt	-1e+06
	0.42366	7076	-1	protonInelastic/protonInelastic/compt/
