E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
3.9115	90	proton	EventGenerator	0.57464
	3.9115	90	-1	EventGenerator/
3.8606	91	proton	EventGenerator	0.57679
	3.8606	91	-1	EventGenerator/
3.9072	92	proton	EventGenerator	0.5751
	3.9072	92	-1	EventGenerator/
3.9261	93	proton	EventGenerator	0.57396
	3.9261	93	-1	EventGenerator/
3.8526	94	proton	EventGenerator	0.57734
	3.8526	94	-1	EventGenerator/
3.6894	95	proton	EventGenerator	0.58472
	3.6894	95	-1	EventGenerator/
3.9395	96	proton	EventGenerator	0.57329
	3.9395	96	-1	EventGenerator/
4.1193	97	proton	EventGenerator	0.56602
	4.1193	97	-1	EventGenerator/
4.0785	98	proton	EventGenerator	0.56817
	4.0785	98	-1	EventGenerator/
3.7578	99	proton	EventGenerator	0.58141
	3.7578	99	-1	EventGenerator/
3.8421	100	proton	EventGenerator	0.57916
	3.8421	100	-1	EventGenerator/
4.0689	101	proton	EventGenerator	0.5683
	4.0689	101	-1	EventGenerator/
4.0138	102	proton	EventGenerator	0.57049
	4.0138	102	-1	EventGenerator/
3.8782	103	proton	EventGenerator	0.57668
	3.8782	103	-1	EventGenerator/
3.8951	104	proton	EventGenerator	0.57523
	3.895	104	-1	EventGenerator/
3.8356	105	proton	EventGenerator	0.57794
	3.8356	105	-1	EventGenerator/
4.0648	106	proton	EventGenerator	0.56814
	4.0648	106	-1	EventGenerator/
3.9788	107	proton	EventGenerator	0.57238
	3.9788	107	-1	EventGenerator/
3.6841	108	proton	EventGenerator	0.58529
	3.6841	108	-1	EventGenerator/
3.8906	109	proton	EventGenerator	0.57802
	3.8906	109	-1	EventGenerator/
3.7388	110	proton	EventGenerator	0.5828
	3.7388	110	-1	EventGenerator/
3.7725	111	proton	EventGenerator	0.5806
	3.7725	111	-1	EventGenerator/
3.9463	112	proton	EventGenerator	0.57433
	3.9462	112	-1	EventGenerator/
4.0171	113	proton	EventGenerator	0.57027
	4.0171	113	-1	EventGenerator/
3.6651	114	proton	EventGenerator	0.58549
	3.6651	114	-1	EventGenerator/
3.8909	115	proton	EventGenerator	0.57567
	3.8909	115	-1	EventGenerator/
3.7751	116	proton	EventGenerator	0.58054
	3.7751	116	-1	EventGenerator/
4.1183	117	proton	EventGenerator	0.56596
	4.1183	117	-1	EventGenerator/
3.9117	118	proton	EventGenerator	0.57475
	3.9117	118	-1	EventGenerator/
4.0057	119	proton	EventGenerator	0.57114
	4.0057	119	-1	EventGenerator/
4.0053	120	proton	EventGenerator	0.57112
	4.0053	120	-1	EventGenerator/
4.0732	121	proton	EventGenerator	0.56805
	4.0732	121	-1	EventGenerator/
3.9517	122	proton	EventGenerator	0.57639
	3.9517	122	-1	EventGenerator/
4.2609	123	proton	EventGenerator	0.56276
	4.2609	123	-1	EventGenerator/
3.7201	124	proton	EventGenerator	0.58314
	3.7201	124	-1	EventGenerator/
3.8573	125	proton	EventGenerator	0.57707
	3.8573	125	-1	EventGenerator/
4.0531	126	proton	EventGenerator	0.56875
	4.0531	126	-1	EventGenerator/
3.7045	127	proton	EventGenerator	0.58397
	3.7045	127	-1	EventGenerator/
4.01	128	proton	EventGenerator	0.57036
	4.0099	128	-1	EventGenerator/
4.0001	129	proton	EventGenerator	0.57117
	4.0001	129	-1	EventGenerator/
3.9246	130	proton	EventGenerator	0.57454
	3.9246	130	-1	EventGenerator/
3.9994	131	proton	EventGenerator	0.57094
	3.9994	131	-1	EventGenerator/
3.892	132	proton	EventGenerator	0.57554
	3.892	132	-1	EventGenerator/
3.7579	133	proton	EventGenerator	0.58125
	3.7578	133	-1	EventGenerator/
3.9039	134	proton	EventGenerator	0.57517
	3.9039	134	-1	EventGenerator/
3.9786	135	proton	EventGenerator	0.57167
	3.9786	135	-1	EventGenerator/
3.9389	136	proton	EventGenerator	0.57419
	3.9389	136	-1	EventGenerator/
4.0029	137	proton	EventGenerator	0.57077
	4.0028	137	-1	EventGenerator/
3.7828	138	proton	EventGenerator	0.58033
	3.7828	138	-1	EventGenerator/
4.0136	139	proton	EventGenerator	0.57065
	4.0136	139	-1	EventGenerator/
3.9897	140	proton	EventGenerator	0.57121
	3.9897	140	-1	EventGenerator/
3.7586	141	proton	EventGenerator	0.5815
	3.7586	141	-1	EventGenerator/
3.7738	142	proton	EventGenerator	0.58058
	3.7738	142	-1	EventGenerator/
3.8253	143	proton	EventGenerator	0.57901
	3.8253	143	-1	EventGenerator/
4.0265	144	proton	EventGenerator	0.57196
	4.0265	144	-1	EventGenerator/
3.9106	145	proton	EventGenerator	0.57525
	3.9106	145	-1	EventGenerator/
2.9491	146	proton	hadElastic	0.62684
	2.9491	146	-1	hadElastic/
3.8674	147	proton	EventGenerator	0.57653
	3.8674	147	-1	EventGenerator/
3.8457	148	proton	EventGenerator	0.57863
	3.8456	148	-1	EventGenerator/
3.9876	149	proton	EventGenerator	0.57132
	3.9875	149	-1	EventGenerator/
3.8913	150	proton	EventGenerator	0.57653
	3.8913	150	-1	EventGenerator/
3.8146	151	proton	EventGenerator	0.57875
	3.8146	151	-1	EventGenerator/
4.0113	152	proton	EventGenerator	0.57042
	4.0113	152	-1	EventGenerator/
4.0925	153	proton	EventGenerator	0.56717
	4.0925	153	-1	EventGenerator/
3.9222	154	proton	EventGenerator	0.57448
	3.9222	154	-1	EventGenerator/
3.9082	155	proton	EventGenerator	0.5753
	3.9082	155	-1	EventGenerator/
3.9484	156	proton	EventGenerator	0.57296
	3.9484	156	-1	EventGenerator/
3.8907	157	proton	EventGenerator	0.57551
	3.8907	157	-1	EventGenerator/
3.7594	158	proton	EventGenerator	0.58111
	3.7594	158	-1	EventGenerator/
4.1567	159	proton	EventGenerator	0.56489
	4.1567	159	-1	EventGenerator/
3.7563	160	proton	EventGenerator	0.5933
	3.7563	160	-1	EventGenerator/
3.6662	161	proton	EventGenerator	0.58561
	3.6662	161	-1	EventGenerator/
4.0097	162	proton	EventGenerator	0.57081
	4.0097	162	-1	EventGenerator/
3.6802	163	proton	EventGenerator	0.58488
	3.6802	163	-1	EventGenerator/
3.7325	164	proton	EventGenerator	0.58267
	3.7325	164	-1	EventGenerator/
3.8381	165	proton	EventGenerator	0.57781
	3.8381	165	-1	EventGenerator/
4.0157	166	proton	EventGenerator	0.57043
	4.0157	166	-1	EventGenerator/
4.011	167	proton	EventGenerator	0.57061
	4.011	167	-1	EventGenerator/
3.9973	168	proton	EventGenerator	0.57182
	3.9973	168	-1	EventGenerator/
3.8887	169	proton	EventGenerator	0.57655
	3.8887	169	-1	EventGenerator/
3.7255	170	proton	EventGenerator	0.58954
	3.7255	170	-1	EventGenerator/
3.9051	171	proton	EventGenerator	0.57587
	3.9051	171	-1	EventGenerator/
4.1224	172	proton	EventGenerator	0.56588
	4.1224	172	-1	EventGenerator/
3.795	173	proton	EventGenerator	0.5795
	3.795	173	-1	EventGenerator/
3.9113	174	proton	EventGenerator	0.57463
	3.9113	174	-1	EventGenerator/
4.0931	175	proton	EventGenerator	0.56758
	4.0931	175	-1	EventGenerator/
4.0207	176	proton	EventGenerator	0.57304
	4.0206	176	-1	EventGenerator/
3.9038	177	proton	EventGenerator	0.57495
	3.9038	177	-1	EventGenerator/
3.8762	178	proton	EventGenerator	0.57618
	3.8762	178	-1	EventGenerator/
3.7661	179	proton	EventGenerator	0.5811
	3.7661	179	-1	EventGenerator/
3.7321	180	proton	EventGenerator	0.58436
	3.7321	180	-1	EventGenerator/
4.029	181	proton	EventGenerator	0.56962
	4.029	181	-1	EventGenerator/
3.895	182	proton	EventGenerator	0.57546
	3.895	182	-1	EventGenerator/
3.7309	183	proton	EventGenerator	0.58255
	3.7309	183	-1	EventGenerator/
3.8199	184	proton	EventGenerator	0.57852
	3.8199	184	-1	EventGenerator/
3.9358	185	proton	EventGenerator	0.57349
	3.9358	185	-1	EventGenerator/
3.6941	186	proton	EventGenerator	0.58419
	3.6941	186	-1	EventGenerator/
3.9521	187	proton	EventGenerator	0.57319
	3.9521	187	-1	EventGenerator/
3.8561	188	proton	EventGenerator	0.57704
	3.8561	188	-1	EventGenerator/
3.7751	189	proton	EventGenerator	0.58068
	3.7751	189	-1	EventGenerator/
4.0159	190	proton	EventGenerator	0.57146
	4.0159	190	-1	EventGenerator/
3.755	191	proton	EventGenerator	0.5817
	3.755	191	-1	EventGenerator/
4.0308	192	proton	EventGenerator	0.5704
	4.0308	192	-1	EventGenerator/
3.7916	193	proton	EventGenerator	0.57978
	3.7916	193	-1	EventGenerator/
3.8327	194	proton	EventGenerator	0.57841
	3.8327	194	-1	EventGenerator/
4.0619	195	proton	EventGenerator	0.57095
