E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
3.1352	24	proton	EventGenerator	28.871
3.1308	65	proton	EventGenerator	28.898
3.2435	102	proton	EventGenerator	28.737
2.8623	251	proton	EventGenerator	29.227
2.9209	264	proton	EventGenerator	29.205
3.139	290	proton	EventGenerator	28.891
2.9294	412	proton	EventGenerator	29.166
3.1841	529	proton	EventGenerator	28.82
3.2526	745	proton	EventGenerator	28.675
2.9336	754	proton	EventGenerator	29.185
2.8493	820	proton	EventGenerator	29.289
2.9209	823	proton	EventGenerator	29.183
3.0116	840	proton	EventGenerator	28.955
3.1049	843	proton	EventGenerator	29.007
3.2439	916	proton	EventGenerator	28.756
2.6628	943	proton	EventGenerator	29.417
2.5292	947	proton	EventGenerator	29.572
2.9669	1016	proton	EventGenerator	29.017
3.137	1056	proton	EventGenerator	28.792
3.1093	1107	proton	EventGenerator	28.947
3.3089	1140	proton	EventGenerator	28.578
3.0881	1146	proton	EventGenerator	28.982
2.9263	1199	proton	EventGenerator	29.047
2.986	1245	proton	EventGenerator	29.063
2.862	1306	proton	EventGenerator	29.231
3.1321	1335	proton	EventGenerator	28.779
3.4478	1350	proton	EventGenerator	28.574
2.9609	1373	proton	EventGenerator	29.127
3.1979	1473	proton	EventGenerator	28.784
2.6717	1488	proton	EventGenerator	29.385
3.4828	1504	proton	EventGenerator	28.361
3.0637	1516	proton	EventGenerator	29.083
3.3045	1551	proton	EventGenerator	28.648
3.2881	1554	proton	EventGenerator	28.626
3.2795	1581	proton	EventGenerator	28.692
3.0016	1611	proton	EventGenerator	28.931
2.895	1700	proton	EventGenerator	29.206
3.4087	1761	proton	EventGenerator	28.41
3.1456	1795	proton	EventGenerator	28.844
3.291	1796	proton	EventGenerator	28.678
3.1871	1827	proton	EventGenerator	28.761
3.129	1857	proton	EventGenerator	28.785
3.3171	1885	proton	EventGenerator	28.687
3.1217	1924	proton	EventGenerator	28.976
2.4163	2017	proton	EventGenerator	29.778
3.2829	2059	proton	EventGenerator	28.671
2.552	2060	proton	EventGenerator	29.668
3.0849	2123	proton	EventGenerator	28.939
3.2452	2142	proton	EventGenerator	28.711
3.1274	2185	proton	EventGenerator	28.855
3.2348	2286	proton	EventGenerator	28.735
2.8954	2333	proton	EventGenerator	29.013
3.3483	2360	proton	EventGenerator	28.621
3.2992	2515	proton	EventGenerator	28.59
3.1309	2597	proton	EventGenerator	28.977
3.1872	2634	proton	EventGenerator	28.837
3.2316	2651	proton	EventGenerator	28.692
3.3368	2664	proton	EventGenerator	28.677
2.9071	2715	proton	EventGenerator	29.118
2.8965	2747	proton	EventGenerator	29.222
3.248	2752	proton	EventGenerator	28.697
2.7924	2828	proton	EventGenerator	29.277
2.6861	2850	proton	EventGenerator	29.417
3.1031	2851	proton	EventGenerator	28.987
2.9257	2962	proton	EventGenerator	29.121
3.2005	2979	proton	EventGenerator	28.788
2.9596	3068	proton	EventGenerator	29.18
2.7752	3106	proton	EventGenerator	29.385
3.1544	3150	proton	EventGenerator	28.808
3.1089	3181	proton	EventGenerator	28.885
2.8604	3191	proton	EventGenerator	29.192
2.8753	3241	proton	EventGenerator	29.232
2.8602	3246	proton	EventGenerator	29.306
3.0505	3248	proton	EventGenerator	28.929
3.41	3311	proton	EventGenerator	28.537
2.9126	3323	proton	EventGenerator	29.067
3.0791	3330	proton	EventGenerator	29.018
3.4159	3355	proton	EventGenerator	28.379
3.2334	3384	proton	EventGenerator	28.66
2.9718	3434	proton	EventGenerator	29.026
2.9511	3591	proton	EventGenerator	29.054
3.1503	3649	proton	EventGenerator	28.826
3.2472	3667	proton	EventGenerator	28.665
2.8944	3688	proton	EventGenerator	29.122
3.0115	3703	proton	EventGenerator	29.021
3.0672	3712	proton	EventGenerator	28.886
3.0435	3816	proton	EventGenerator	28.983
3.4572	3856	proton	EventGenerator	28.533
3.1086	3862	proton	EventGenerator	28.878
3.2965	3948	proton	EventGenerator	28.739
2.9891	3958	proton	EventGenerator	29.019
3.3666	3967	proton	EventGenerator	28.628
2.9277	4040	proton	EventGenerator	29.08
2.86	4192	proton	EventGenerator	29.198
3.0828	4226	proton	EventGenerator	28.828
3.1579	4263	proton	EventGenerator	28.852
3.1779	4266	proton	EventGenerator	28.821
3.3732	4339	proton	EventGenerator	28.566
2.9528	4418	proton	EventGenerator	29.015
3.2594	4451	proton	EventGenerator	28.673
2.9663	4458	proton	EventGenerator	29.127
3.2274	4508	proton	EventGenerator	28.773
2.8564	4511	proton	EventGenerator	29.179
2.8913	4550	proton	EventGenerator	29.15
3.0848	4554	proton	EventGenerator	28.909
3.0698	4588	proton	EventGenerator	28.935
3.2901	4660	proton	EventGenerator	28.562
3.0115	4677	proton	EventGenerator	29.049
2.9222	4702	proton	EventGenerator	29.178
2.6424	4706	proton	EventGenerator	29.562
3.2278	4726	proton	EventGenerator	28.694
2.9239	4731	proton	EventGenerator	29.114
2.6434	4807	proton	EventGenerator	29.446
3.3443	4808	proton	EventGenerator	28.549
3.271	4821	proton	EventGenerator	28.674
3.2513	4876	proton	EventGenerator	28.735
3.1125	4892	proton	EventGenerator	28.889
2.9095	5042	proton	EventGenerator	29.109
3.0362	5184	proton	EventGenerator	28.928
3.0813	5197	proton	EventGenerator	28.889
2.8642	5210	proton	EventGenerator	29.26
3.2847	5319	proton	EventGenerator	28.66
3.228	5340	proton	EventGenerator	28.691
2.7013	5351	proton	EventGenerator	29.385
3.2181	5400	proton	EventGenerator	28.783
3.0548	5401	proton	EventGenerator	28.837
3.0142	5439	proton	EventGenerator	28.95
3.2069	5466	proton	EventGenerator	28.683
2.8766	5499	proton	EventGenerator	29.111
3.0296	5533	proton	EventGenerator	28.867
2.8607	5604	proton	EventGenerator	29.07
3.2706	5625	proton	EventGenerator	28.735
3.1082	5644	proton	EventGenerator	28.791
3.1584	5711	proton	EventGenerator	28.87
2.6903	5734	proton	EventGenerator	29.485
3.2602	5804	proton	EventGenerator	28.583
3.0805	5883	proton	EventGenerator	28.898
2.9974	5974	proton	EventGenerator	28.991
2.9862	6122	proton	EventGenerator	28.99
3.1144	6192	proton	EventGenerator	28.825
3.2948	6214	proton	EventGenerator	28.654
2.878	6229	proton	EventGenerator	29.179
3.1282	6368	proton	EventGenerator	28.909
3.1859	6419	proton	EventGenerator	28.744
3.3151	6423	proton	EventGenerator	28.665
2.9446	6451	proton	EventGenerator	29.128
3.1297	6474	proton	EventGenerator	28.919
3.0784	6492	proton	EventGenerator	28.873
3.0551	6526	proton	EventGenerator	28.803
3.2148	6540	proton	EventGenerator	28.678
3.1453	6614	proton	EventGenerator	28.809
3.2473	6620	proton	EventGenerator	28.617
2.976	6681	proton	EventGenerator	29.096
3.1381	6683	proton	EventGenerator	28.886
3.0139	6732	proton	EventGenerator	29.013
3.1264	6778	proton	EventGenerator	28.924
3.0566	6786	proton	EventGenerator	28.971
3.0964	6789	proton	EventGenerator	28.919
3.211	6809	proton	EventGenerator	28.825
3.4358	6896	proton	EventGenerator	28.464
2.8713	6955	proton	EventGenerator	29.189
3.1323	6989	proton	EventGenerator	28.969
3.0662	6996	proton	EventGenerator	29.056
2.9374	7007	proton	EventGenerator	29.084
2.8657	7049	proton	EventGenerator	29.116
2.7909	7055	proton	EventGenerator	29.282
3.5048	7092	proton	EventGenerator	28.394
3.1174	7117	proton	EventGenerator	28.83
3.4204	7131	proton	EventGenerator	28.484
2.7476	7134	proton	EventGenerator	29.336
3.2901	7151	proton	EventGenerator	28.562
3.2867	7163	proton	EventGenerator	28.707
2.663	7209	proton	EventGenerator	29.411
2.9812	7232	proton	EventGenerator	29.021
3.0777	7273	proton	EventGenerator	29.001
2.993	7335	proton	EventGenerator	29.124
2.8421	7337	proton	EventGenerator	29.324
3.0242	7421	proton	EventGenerator	29.014
3.1232	7438	proton	EventGenerator	28.897
2.9922	7463	proton	EventGenerator	29.073
3.2051	7517	proton	EventGenerator	28.791
3.1958	7561	proton	EventGenerator	28.779
2.7275	7592	proton	EventGenerator	29.479
2.6936	7620	proton	EventGenerator	29.461
2.8951	7652	proton	EventGenerator	29.094
2.9653	7700	proton	EventGenerator	29.079
3.3187	7711	proton	EventGenerator	28.714
3.1101	7742	proton	EventGenerator	28.848
2.821	7760	proton	EventGenerator	29.325
3.2112	7762	proton	EventGenerator	28.81
3.0345	7832	proton	EventGenerator	29.032
3.1897	7851	proton	EventGenerator	28.819
3.2179	7860	proton	EventGenerator	28.678
2.5817	7888	proton	EventGenerator	29.548
2.86	8027	proton	EventGenerator	29.157
3.2152	8031	proton	EventGenerator	28.626
3.2666	8065	proton	EventGenerator	28.7
2.7198	8121	proton	EventGenerator	29.325
