E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
3.0174	24	proton	EventGenerator	29.283
3.0937	35	proton	EventGenerator	29.206
3.0635	109	proton	EventGenerator	29.108
2.9929	165	proton	EventGenerator	29.328
2.8413	185	proton	EventGenerator	29.524
2.7232	190	proton	EventGenerator	29.556
2.9966	243	proton	EventGenerator	29.285
2.4071	252	proton	EventGenerator	30.027
3.1178	306	proton	EventGenerator	29.089
3.2271	335	proton	EventGenerator	28.961
2.671	397	proton	EventGenerator	29.616
3.5593	413	proton	EventGenerator	28.64
2.7039	426	proton	EventGenerator	29.708
3.0718	536	proton	EventGenerator	29.253
2.857	575	proton	EventGenerator	29.384
2.7826	581	proton	EventGenerator	29.509
2.7561	588	proton	EventGenerator	29.59
2.7923	591	proton	EventGenerator	29.611
3.0415	644	proton	EventGenerator	29.263
2.699	649	proton	EventGenerator	29.692
3.4322	690	proton	EventGenerator	28.846
2.0916	741	proton	EventGenerator	30.386
2.7185	772	proton	EventGenerator	29.607
3.238	879	proton	EventGenerator	28.956
3.0329	887	proton	EventGenerator	29.221
2.9721	919	proton	EventGenerator	29.259
3.0039	920	proton	EventGenerator	29.29
3.0697	970	proton	EventGenerator	29.27
2.7818	1041	proton	EventGenerator	29.476
3.0715	1075	proton	EventGenerator	29.186
3.276	1115	proton	EventGenerator	29.085
2.9512	1216	proton	EventGenerator	29.3
3.1907	1262	proton	EventGenerator	29.069
3.0141	1311	proton	EventGenerator	29.22
2.4786	1320	proton	EventGenerator	30.025
2.9485	1334	proton	EventGenerator	29.329
2.726	1404	proton	EventGenerator	29.652
3.0409	1464	proton	EventGenerator	29.174
3.353	1489	proton	EventGenerator	28.861
3.2243	1505	proton	EventGenerator	28.973
2.99	1577	proton	EventGenerator	29.394
2.9508	1599	proton	EventGenerator	29.438
2.6999	1616	proton	EventGenerator	29.677
2.7007	1630	proton	EventGenerator	29.662
3.0485	1662	proton	EventGenerator	29.089
2.9578	1696	proton	EventGenerator	29.322
2.8687	1799	proton	EventGenerator	29.412
3.2638	1862	proton	EventGenerator	28.996
2.902	1889	proton	EventGenerator	29.278
3.0376	1990	proton	EventGenerator	29.226
2.8716	2042	proton	EventGenerator	29.449
2.8483	2166	proton	EventGenerator	29.426
2.7832	2230	proton	EventGenerator	29.489
3.2016	2348	proton	EventGenerator	29.03
2.8234	2358	proton	EventGenerator	29.615
2.962	2390	proton	EventGenerator	29.311
2.5906	2405	proton	EventGenerator	29.77
2.8141	2438	proton	EventGenerator	29.383
2.7137	2477	proton	EventGenerator	29.698
2.8113	2499	proton	EventGenerator	29.461
