E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
6.6913	1	proton	EventGenerator	15.054
6.8645	2	proton	EventGenerator	14.998
6.6285	9	proton	EventGenerator	15.13
6.6091	14	proton	EventGenerator	15.132
6.6937	16	proton	EventGenerator	15.101
6.4523	33	proton	EventGenerator	15.162
6.5196	46	proton	EventGenerator	15.176
6.6275	47	proton	EventGenerator	15.113
6.6512	48	proton	EventGenerator	15.094
6.8914	49	proton	EventGenerator	14.994
6.5997	55	proton	EventGenerator	15.145
6.6802	61	proton	EventGenerator	15.068
6.5587	69	proton	EventGenerator	15.164
6.6445	90	proton	EventGenerator	15.104
6.5615	91	proton	EventGenerator	15.154
6.5717	98	proton	EventGenerator	15.179
6.6098	2	proton	EventGenerator	15.138
6.7488	8	proton	EventGenerator	15.045
6.7728	12	proton	EventGenerator	15.064
6.66	27	proton	EventGenerator	15.105
6.7344	40	proton	EventGenerator	15.08
6.7821	44	proton	EventGenerator	15.023
6.4877	50	proton	EventGenerator	15.181
6.565	54	proton	EventGenerator	15.125
6.7398	58	proton	EventGenerator	15.063
6.7453	61	proton	EventGenerator	15.08
6.6227	65	proton	EventGenerator	15.131
6.7435	70	proton	EventGenerator	15.074
6.6942	73	proton	EventGenerator	15.114
6.7625	80	proton	EventGenerator	15.059
6.7478	82	proton	EventGenerator	15.091
6.6409	91	proton	EventGenerator	15.118
6.794	92	proton	EventGenerator	15.063
6.7308	118	proton	EventGenerator	15.07
6.5505	122	proton	EventGenerator	15.178
6.7867	127	proton	EventGenerator	15.016
6.839	130	proton	EventGenerator	15.052
6.6092	136	proton	EventGenerator	15.127
6.5884	143	proton	EventGenerator	15.16
6.5435	157	proton	EventGenerator	15.145
6.6154	162	proton	EventGenerator	15.099
6.6109	163	proton	EventGenerator	15.099
6.6456	167	proton	EventGenerator	15.128
6.453	173	proton	EventGenerator	15.263
6.5956	176	proton	EventGenerator	15.151
6.6048	182	proton	EventGenerator	15.146
6.6613	184	proton	EventGenerator	15.117
6.5379	186	proton	EventGenerator	15.183
6.5376	197	proton	EventGenerator	15.177
6.6149	200	proton	EventGenerator	15.094
