E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
8.472	0	proton	EventGenerator	7.1838
8.5288	1	proton	EventGenerator	7.1603
8.4465	2	proton	EventGenerator	7.1747
8.4059	3	proton	EventGenerator	7.1824
8.5282	4	proton	EventGenerator	7.1585
8.5294	5	proton	EventGenerator	7.1571
8.5573	6	proton	EventGenerator	7.1629
8.5151	7	proton	EventGenerator	7.1682
8.3898	8	proton	EventGenerator	7.1979
8.4579	10	proton	EventGenerator	7.1717
8.3673	11	proton	EventGenerator	7.1838
8.4064	13	proton	EventGenerator	7.1823
8.4592	14	proton	EventGenerator	7.1796
8.4492	15	proton	EventGenerator	7.1817
8.4195	16	proton	EventGenerator	7.1861
8.5226	17	proton	EventGenerator	7.1693
8.3981	18	proton	EventGenerator	7.1865
8.4433	19	proton	EventGenerator	7.1841
8.463	20	proton	EventGenerator	7.1774
8.5028	21	proton	EventGenerator	7.1692
8.4506	22	proton	EventGenerator	7.1784
8.5333	24	proton	EventGenerator	7.1692
8.4836	25	proton	EventGenerator	7.1775
8.4159	26	proton	EventGenerator	7.1952
8.5229	28	proton	EventGenerator	7.1676
8.3256	29	proton	EventGenerator	7.2077
8.4977	30	proton	EventGenerator	7.1719
8.483	32	proton	EventGenerator	7.1721
8.3982	33	proton	EventGenerator	7.1946
8.3268	34	proton	EventGenerator	7.2142
8.4822	35	proton	EventGenerator	7.1712
8.4553	36	proton	EventGenerator	7.1718
8.3807	37	proton	EventGenerator	7.1926
8.3846	39	proton	EventGenerator	7.2136
8.5519	40	proton	EventGenerator	7.1556
8.3854	41	proton	EventGenerator	7.1985
8.4	42	proton	EventGenerator	7.1982
8.5056	43	proton	EventGenerator	7.1656
8.4854	44	proton	EventGenerator	7.1749
8.4985	46	proton	EventGenerator	7.1749
8.3566	48	proton	EventGenerator	7.2076
8.5102	49	proton	EventGenerator	7.1784
8.4802	50	proton	EventGenerator	7.1793
8.4127	51	proton	EventGenerator	7.1964
8.5328	54	proton	EventGenerator	7.1704
8.529	55	proton	EventGenerator	7.1673
8.4112	56	proton	EventGenerator	7.18
8.4954	57	proton	EventGenerator	7.1794
8.5034	58	proton	EventGenerator	7.1734
8.4331	59	proton	EventGenerator	7.1916
8.4608	61	proton	EventGenerator	7.1769
8.3611	62	proton	EventGenerator	7.2019
8.4819	64	proton	EventGenerator	7.1796
8.4691	65	proton	EventGenerator	7.1784
8.291	66	proton	EventGenerator	7.2193
8.4419	68	proton	EventGenerator	7.1918
8.3568	69	proton	EventGenerator	7.1976
8.5387	71	proton	EventGenerator	7.1613
8.4868	72	proton	EventGenerator	7.1702
8.4753	73	proton	EventGenerator	7.1761
8.4077	75	proton	EventGenerator	7.1948
8.515	76	proton	EventGenerator	7.1638
8.4228	77	proton	EventGenerator	7.1779
8.5304	78	proton	EventGenerator	7.1734
8.4699	80	proton	EventGenerator	7.1681
8.4817	81	proton	EventGenerator	7.1717
8.3457	82	proton	EventGenerator	7.1903
8.4944	83	proton	EventGenerator	7.1651
8.4566	86	proton	EventGenerator	7.185
8.4852	90	proton	EventGenerator	7.173
8.4211	93	proton	EventGenerator	7.1864
8.4351	96	proton	EventGenerator	7.1983
8.4258	97	proton	EventGenerator	7.1859
8.4819	98	proton	EventGenerator	7.1634
8.5052	99	proton	EventGenerator	7.1771
8.524	0	proton	EventGenerator	7.1632
8.4568	1	proton	EventGenerator	7.1687
8.4392	3	proton	EventGenerator	7.1901
8.3481	4	proton	EventGenerator	7.1963
8.5784	5	proton	EventGenerator	7.1463
8.4985	6	proton	EventGenerator	7.1721
8.3693	7	proton	EventGenerator	7.1953
8.4161	8	proton	EventGenerator	7.1751
8.5425	15	proton	EventGenerator	7.1578
8.4635	16	proton	EventGenerator	7.1812
8.4233	18	proton	EventGenerator	7.1889
8.5208	19	proton	EventGenerator	7.172
8.3652	20	proton	EventGenerator	7.2042
8.4474	21	proton	EventGenerator	7.1899
8.5079	23	proton	EventGenerator	7.168
8.4481	24	proton	EventGenerator	7.1876
8.4534	25	proton	EventGenerator	7.1957
8.3903	26	proton	EventGenerator	7.2012
8.5701	27	proton	EventGenerator	7.164
8.405	29	proton	EventGenerator	7.2117
8.6218	31	proton	EventGenerator	7.1398
8.4792	32	proton	EventGenerator	7.1736
8.6013	34	proton	EventGenerator	7.163
8.4382	35	proton	EventGenerator	7.1847
8.5072	36	proton	EventGenerator	7.175
8.4059	37	proton	EventGenerator	7.1833
8.4452	38	proton	EventGenerator	7.1887
8.4315	39	proton	EventGenerator	7.1923
8.4127	40	proton	EventGenerator	7.1886
8.413	41	proton	EventGenerator	7.1872
8.4055	42	proton	EventGenerator	7.1907
8.4581	43	proton	EventGenerator	7.1896
8.4081	44	proton	EventGenerator	7.194
8.4156	45	proton	EventGenerator	7.1954
8.4278	48	proton	EventGenerator	7.1818
8.4809	50	proton	EventGenerator	7.1762
8.4026	51	proton	EventGenerator	7.1826
8.468	52	proton	EventGenerator	7.1805
8.581	53	proton	EventGenerator	7.1532
8.3266	56	proton	EventGenerator	7.2009
8.5002	57	proton	EventGenerator	7.1806
8.5325	58	proton	EventGenerator	7.1728
8.3809	59	proton	EventGenerator	7.1976
8.4628	62	proton	EventGenerator	7.1642
8.5045	65	proton	EventGenerator	7.1798
8.4842	66	proton	EventGenerator	7.174
8.5568	68	proton	EventGenerator	7.1666
8.5035	69	proton	EventGenerator	7.1596
8.5707	72	proton	EventGenerator	7.1572
8.5148	73	proton	EventGenerator	7.1681
8.4691	76	proton	EventGenerator	7.1802
8.5244	79	proton	EventGenerator	7.1649
8.5274	80	proton	EventGenerator	7.1633
8.4189	81	proton	EventGenerator	7.187
8.467	82	proton	EventGenerator	7.1766
8.4219	83	proton	EventGenerator	7.1926
8.4669	85	proton	EventGenerator	7.1758
8.5236	88	proton	EventGenerator	7.1579
8.4425	90	proton	EventGenerator	7.187
8.5186	91	proton	EventGenerator	7.1766
8.4609	93	proton	EventGenerator	7.1756
8.408	94	proton	EventGenerator	7.194
8.46	95	proton	EventGenerator	7.1931
8.3973	97	proton	EventGenerator	7.1921
8.47	98	proton	EventGenerator	7.1811
8.385	100	proton	EventGenerator	7.2009
8.5119	101	proton	EventGenerator	7.1627
8.4514	102	proton	EventGenerator	7.1812
8.4163	103	proton	EventGenerator	7.1801
8.5316	104	proton	EventGenerator	7.1699
8.5038	105	proton	EventGenerator	7.175
8.4768	107	proton	EventGenerator	7.1711
8.5041	110	proton	EventGenerator	7.1735
8.418	111	proton	EventGenerator	7.1841
8.3603	114	proton	EventGenerator	7.2087
8.5011	115	proton	EventGenerator	7.1662
8.4039	116	proton	EventGenerator	7.199
8.5261	119	proton	EventGenerator	7.164
8.4883	120	proton	EventGenerator	7.1701
8.4475	122	proton	EventGenerator	7.1771
8.4908	123	proton	EventGenerator	7.1786
8.3884	124	proton	EventGenerator	7.1875
8.4998	127	proton	EventGenerator	7.1734
8.4668	129	proton	EventGenerator	7.1809
8.4242	130	proton	EventGenerator	7.1912
8.4677	131	proton	EventGenerator	7.1809
8.5138	132	proton	EventGenerator	7.17
8.4624	133	proton	EventGenerator	7.1762
8.5301	134	proton	EventGenerator	7.1657
8.5414	136	proton	EventGenerator	7.1633
8.5338	137	proton	EventGenerator	7.1607
8.3991	140	proton	EventGenerator	7.19
8.5376	141	proton	EventGenerator	7.1684
8.443	142	proton	EventGenerator	7.1791
8.4674	144	proton	EventGenerator	7.1922
8.3802	145	proton	EventGenerator	7.1965
8.501	146	proton	EventGenerator	7.1713
8.5471	147	proton	EventGenerator	7.164
8.4927	148	proton	EventGenerator	7.1577
8.4353	150	proton	EventGenerator	7.1929
8.4858	152	proton	EventGenerator	7.1812
8.5087	154	proton	EventGenerator	7.1731
8.4839	155	proton	EventGenerator	7.1663
8.5268	156	proton	EventGenerator	7.1539
8.4559	159	proton	EventGenerator	7.1663
8.4279	160	proton	EventGenerator	7.1773
8.4526	161	proton	EventGenerator	7.1658
8.3661	163	proton	EventGenerator	7.2024
8.4511	164	proton	EventGenerator	7.1821
8.4036	165	proton	EventGenerator	7.1856
8.4611	166	proton	EventGenerator	7.1913
8.5109	167	proton	EventGenerator	7.1661
8.4426	168	proton	EventGenerator	7.1921
8.4205	169	proton	EventGenerator	7.1862
8.3511	170	proton	EventGenerator	7.1869
8.5336	171	proton	EventGenerator	7.1648
8.4576	172	proton	EventGenerator	7.1849
8.5187	173	proton	EventGenerator	7.1733
