E(MeV)	EventID	ParticleName	CreatorProcessName	Time(ns)
2.6542	24	proton	EventGenerator	30.574
2.5982	61	proton	EventGenerator	30.636
2.845	179	proton	EventGenerator	30.313
2.6838	181	proton	EventGenerator	30.48
2.6219	200	proton	EventGenerator	30.509
2.6684	201	proton	EventGenerator	30.502
2.1383	214	proton	EventGenerator	31.256
2.4302	231	proton	EventGenerator	30.838
2.6321	327	proton	EventGenerator	30.635
2.485	345	proton	EventGenerator	30.831
2.5814	369	proton	EventGenerator	30.626
2.4483	459	proton	EventGenerator	30.768
2.7808	467	proton	EventGenerator	30.262
2.2898	538	proton	EventGenerator	31.132
2.675	557	proton	EventGenerator	30.496
2.1955	623	proton	EventGenerator	31.213
2.6189	639	proton	EventGenerator	30.707
2.822	641	proton	EventGenerator	30.378
2.6433	653	proton	EventGenerator	30.545
2.522	674	proton	EventGenerator	30.711
2.5098	681	proton	EventGenerator	30.722
2.244	695	proton	EventGenerator	31.158
2.7426	717	proton	EventGenerator	30.36
1.9642	741	proton	EventGenerator	31.301
2.943	747	proton	EventGenerator	30.083
2.5413	958	proton	EventGenerator	30.646
2.8226	1139	proton	EventGenerator	30.293
2.5605	1154	proton	EventGenerator	30.532
2.7726	1230	proton	EventGenerator	30.439
3.178	1245	proton	EventGenerator	29.902
2.6959	1250	proton	EventGenerator	30.522
2.2188	1254	proton	EventGenerator	31.111
2.3973	1364	proton	EventGenerator	30.881
2.3652	1436	proton	EventGenerator	30.854
2.2622	1512	proton	EventGenerator	30.97
2.594	1530	proton	EventGenerator	30.556
2.4763	1561	proton	EventGenerator	30.944
2.5765	1563	proton	EventGenerator	30.571
2.3289	1586	proton	EventGenerator	31.057
2.2307	1600	proton	EventGenerator	31.04
2.5933	1664	proton	EventGenerator	30.642
2.436	1687	proton	EventGenerator	30.94
2.8924	1712	proton	EventGenerator	30.141
2.5211	1774	proton	EventGenerator	30.691
2.0521	1841	proton	EventGenerator	31.471
2.6404	1911	proton	EventGenerator	30.511
2.733	1947	proton	EventGenerator	30.475
2.2144	2064	proton	EventGenerator	31.138
2.7057	2140	proton	EventGenerator	30.449
3.1021	2149	proton	EventGenerator	29.968
2.5175	2190	proton	EventGenerator	30.776
2.9836	2199	proton	EventGenerator	29.976
2.5542	2263	proton	EventGenerator	30.673
2.6019	2268	proton	EventGenerator	30.544
2.5054	2320	proton	EventGenerator	30.719
2.765	2324	proton	EventGenerator	30.393
2.9911	2341	proton	EventGenerator	30.078
2.825	2417	proton	EventGenerator	30.315
1.9863	2559	proton	EventGenerator	31.586
2.7846	2576	proton	EventGenerator	30.391
2.5184	2602	proton	EventGenerator	30.727
2.4665	2652	proton	EventGenerator	30.865
2.6593	2663	proton	EventGenerator	30.398
